Date,Open,High,Low,Close,Adj Close,Volume
2010-03-19,46.939999,47.020000,46.189999,46.939999,38.849224,2710000
2010-03-22,46.470001,47.310001,46.459999,46.980000,38.882328,2728200
2010-03-23,47.419998,48.070000,47.299999,47.970001,39.701698,2375200
2010-03-24,46.750000,47.349998,46.650002,46.970001,38.874058,2908500
2010-03-25,47.700001,47.840000,46.970001,46.990002,38.890610,3076100
2010-03-26,47.290001,47.560001,46.740002,47.080002,38.965096,2217400
2010-03-29,47.669998,48.160000,47.660000,48.000000,39.726521,1879000
2010-03-30,48.070000,48.209999,47.490002,47.840000,39.594105,1623100
2010-03-31,48.150002,48.480000,48.020000,48.169998,39.867218,1505900
2010-04-01,49.009998,49.209999,48.380001,48.639999,40.256207,1912600
2010-04-05,48.660000,49.000000,48.590000,48.970001,40.529331,780800
2010-04-06,48.080002,48.459999,47.980000,48.439999,40.090675,1241200
2010-04-07,47.939999,48.230000,47.840000,48.049999,39.767902,2054900
2010-04-08,47.660000,48.540001,47.520000,48.410000,40.065853,1926900
2010-04-09,48.119999,48.930000,48.119999,48.900002,40.471390,1928400
2010-04-12,49.060001,49.220001,48.880001,49.009998,40.562435,1337000
2010-04-13,49.139999,49.160000,48.459999,48.689999,40.297588,1571800
2010-04-14,49.520000,49.880001,49.340000,49.830002,41.241100,1514200
2010-04-15,49.340000,49.820000,49.240002,49.650002,41.092113,1991900
2010-04-16,48.930000,49.220001,48.490002,48.619999,40.239655,2726800
2010-04-19,48.119999,48.560001,47.950001,48.500000,40.140335,2284400
2010-04-20,48.830002,49.060001,48.599998,48.959999,40.521053,2429900
2010-04-21,48.660000,48.939999,48.500000,48.900002,40.471390,1477700
2010-04-22,48.220001,49.049999,47.970001,48.970001,40.529331,1572100
2010-04-23,49.000000,49.990002,48.939999,49.919998,41.315582,2043700
2010-04-26,49.549999,50.099998,49.509998,49.930000,41.323860,1227100
2010-04-27,49.259998,49.730000,48.450001,48.549999,40.181725,2190100
2010-04-28,47.790001,47.830002,46.639999,47.009998,38.907162,3347000
2010-04-29,47.180000,47.720001,47.180000,47.369999,39.205105,1894700
2010-04-30,48.369999,48.439999,47.349998,47.450001,39.271328,2573900
2010-05-03,47.680000,47.939999,47.380001,47.410000,39.238220,1550000
2010-05-04,47.110001,47.110001,45.930000,46.090000,38.145741,3019500
2010-05-05,45.529999,46.049999,45.340000,45.720001,37.839516,2267300
2010-05-06,45.150002,45.590000,42.450001,44.380001,36.730488,2789300
2010-05-07,44.770000,45.029999,43.240002,43.779999,36.233898,3802800
2010-05-10,45.400002,45.779999,45.110001,45.459999,37.624329,2398800
2010-05-11,44.980000,45.880001,44.930000,45.369999,37.549843,1499400
2010-05-12,45.759998,46.070000,44.540001,44.900002,37.160847,6142200
2010-05-13,44.250000,44.930000,44.070000,44.540001,36.862904,3027100
2010-05-14,44.610001,44.610001,43.209999,43.669998,36.142857,2592600
2010-05-17,43.500000,43.950001,42.779999,43.770000,36.225624,2636100
2010-05-18,44.180000,44.209999,43.020000,43.150002,35.712490,3623000
2010-05-19,43.299999,43.840000,42.860001,43.599998,36.084919,2288800
2010-05-20,43.099998,43.709999,42.689999,43.139999,35.704208,3644300
2010-05-21,42.919998,43.560001,42.720001,43.270000,35.811806,3356500
2010-05-24,42.580002,42.849998,42.169998,42.270000,34.984169,2209900
2010-05-25,41.279999,42.230000,40.950001,42.139999,34.876575,3727500
2010-05-26,42.410000,42.650002,41.349998,41.590000,34.421375,2082100
2010-05-27,42.320000,42.950001,42.029999,42.950001,35.546959,2098900
2010-05-28,42.860001,43.000000,42.240002,42.430000,35.116589,1981600
2010-06-01,43.180000,44.299999,43.139999,43.139999,35.704208,3677000
2010-06-02,44.189999,44.380001,43.630001,44.380001,36.730488,2768000
2010-06-03,44.779999,44.810001,43.980000,44.340000,36.697372,3966100
2010-06-04,43.000000,43.189999,42.220001,42.320000,35.566994,2092500
2010-06-07,42.630001,42.970001,42.099998,42.290001,35.541786,4362500
2010-06-08,42.270000,43.000000,41.950001,42.810001,35.978806,2461000
2010-06-09,43.430000,43.820000,42.689999,42.900002,36.054451,2451300
2010-06-10,43.930000,44.070000,43.459999,43.900002,36.894878,1921500
2010-06-11,43.660000,44.209999,43.549999,44.119999,37.079769,1142300
2010-06-14,44.730000,44.959999,44.290001,44.380001,37.298290,1366200
2010-06-15,45.119999,45.549999,44.990002,45.549999,38.281590,1751000
2010-06-16,45.410000,45.610001,45.290001,45.389999,38.147118,1596900
2010-06-17,46.290001,46.459999,45.810001,46.439999,39.029564,2908300
2010-06-18,46.430000,46.599998,46.080002,46.209999,38.836269,1586100
2010-06-21,46.560001,46.619999,45.740002,45.930000,38.600945,1702800
2010-06-22,46.139999,46.389999,45.669998,45.830002,38.516907,1498500
2010-06-23,45.889999,46.299999,45.459999,46.000000,38.659779,1248800
2010-06-24,46.040001,46.119999,45.520000,45.790001,38.483288,1530200
2010-06-25,45.650002,46.040001,45.270000,45.820000,38.508499,1736400
2010-06-28,46.020000,46.110001,45.560001,45.639999,38.357224,1122100
2010-06-29,44.950001,44.950001,44.250000,44.509998,37.407536,2089600
2010-06-30,44.939999,45.139999,44.139999,44.299999,37.231049,1936300
2010-07-01,45.130001,45.660000,44.709999,45.660000,38.374027,3533800
2010-07-02,45.389999,45.500000,44.889999,45.029999,37.844563,1601700
2010-07-06,45.849998,46.400002,45.700001,46.119999,38.760632,1949400
2010-07-07,46.230000,47.369999,46.180000,47.340000,39.785961,1423800
2010-07-08,46.639999,46.889999,46.389999,46.889999,39.407757,1628400
2010-07-09,46.830002,47.220001,46.680000,47.150002,39.626270,842700
2010-07-12,46.869999,47.139999,46.730000,47.080002,39.567440,849700
2010-07-13,47.430000,47.720001,47.330002,47.509998,39.928829,1217800
2010-07-14,47.860001,48.310001,47.740002,48.060001,40.391060,1302400
2010-07-15,48.660000,48.700001,48.160000,48.599998,40.844894,1827700
2010-07-16,48.669998,48.669998,47.750000,47.790001,40.164146,1214400
2010-07-19,48.470001,48.610001,48.060001,48.250000,40.550747,1258600
2010-07-20,47.029999,47.889999,47.000000,47.889999,40.248188,2183200
2010-07-21,47.189999,47.549999,46.689999,46.970001,39.474998,1529200
2010-07-22,47.439999,48.180000,47.439999,48.000000,40.340641,1634200
2010-07-23,47.740002,48.560001,47.580002,48.520000,40.777664,1601300
2010-07-26,48.169998,48.680000,47.970001,48.610001,40.853302,1864300
2010-07-27,47.410000,47.520000,46.910000,47.320000,39.769150,4001700
2010-07-28,46.750000,46.889999,46.450001,46.619999,39.180836,1466000
2010-07-29,46.880001,47.119999,46.160000,46.590000,39.155636,1828600
2010-07-30,45.470001,45.970001,45.320000,45.869999,38.550522,3074700
2010-08-02,46.259998,46.740002,46.180000,46.540001,39.113617,2151800
2010-08-03,46.410000,46.439999,46.060001,46.330002,38.937119,2280600
2010-08-04,46.799999,46.910000,46.400002,46.470001,39.054779,1401300
2010-08-05,46.689999,46.900002,46.480000,46.840000,39.365742,1701000
2010-08-06,46.639999,47.060001,46.389999,46.700001,39.248081,2122400
2010-08-09,47.200001,47.250000,46.880001,47.110001,39.592655,849300
2010-08-10,46.529999,47.189999,46.290001,46.970001,39.474998,1050500
2010-08-11,45.410000,45.439999,44.970001,45.209999,37.995838,1616100
2010-08-12,44.610001,45.020000,44.540001,44.860001,37.701691,1255900
2010-08-13,44.529999,44.910000,44.400002,44.430000,37.340302,769900
2010-08-16,44.500000,44.910000,44.380001,44.619999,37.499985,915100
2010-08-17,45.590000,45.630001,45.189999,45.340000,38.105095,1295600
2010-08-18,45.660000,45.869999,45.220001,45.639999,38.357224,1120900
2010-08-19,45.799999,45.919998,44.820000,44.980000,37.802540,1237300
2010-08-20,44.419998,44.740002,44.279999,44.730000,37.592430,878700
2010-08-23,44.919998,45.220001,44.500000,44.540001,37.432747,1074100
2010-08-24,44.220001,44.360001,43.750000,43.900002,36.894878,1974500
2010-08-25,43.709999,44.279999,43.560001,44.090000,37.054554,1409700
2010-08-26,44.130001,44.529999,43.910000,44.020000,36.995731,1377500
2010-08-27,44.270000,44.520000,43.369999,44.459999,37.365513,1453400
2010-08-30,44.070000,44.150002,43.740002,43.799999,36.810833,795000
2010-08-31,43.580002,43.880001,43.400002,43.540001,36.592319,775500
2010-09-01,44.580002,45.070000,44.490002,44.720001,37.584026,1565300
2010-09-02,45.490002,45.520000,45.070000,45.290001,38.063065,1325900
2010-09-03,46.029999,46.150002,45.650002,45.900002,38.575741,1392300
2010-09-07,45.099998,45.240002,44.680000,44.810001,37.659664,1633100
2010-09-08,44.970001,45.330002,44.950001,45.000000,37.819351,1129400
2010-09-09,46.240002,46.410000,45.730000,45.820000,38.508499,1940900
2010-09-10,45.500000,45.740002,45.400002,45.480000,38.222759,1326200
2010-09-13,46.180000,46.480000,46.060001,46.419998,39.012753,1120600
2010-09-14,47.320000,47.930000,47.080002,47.580002,39.987659,2671700
2010-09-15,47.400002,47.730000,47.209999,47.599998,40.004467,1004100
2010-09-16,47.889999,48.049999,47.680000,47.910000,40.264999,1521600
2010-09-17,48.529999,48.610001,48.029999,48.139999,40.458298,1200500
2010-09-20,48.070000,48.720001,47.910000,48.619999,40.861702,1044400
2010-09-21,49.009998,49.250000,48.400002,48.900002,41.097023,1788300
2010-09-22,49.040001,49.180000,48.410000,48.630001,40.870110,3210100
2010-09-23,48.400002,48.889999,48.250000,48.509998,40.769257,1770200
2010-09-24,49.360001,49.770000,49.270000,49.720001,41.786182,2109200
2010-09-27,49.849998,49.880001,49.459999,49.580002,41.668522,2092400
2010-09-28,49.750000,49.939999,49.049999,49.840000,41.887032,1778600
2010-09-29,49.660000,49.779999,49.290001,49.619999,41.702141,1477300
2010-09-30,49.880001,50.060001,48.889999,49.310001,41.441608,2059000
2010-10-01,50.759998,50.810001,50.049999,50.279999,42.256817,4919600
2010-10-04,49.860001,50.000000,49.220001,49.630001,41.710545,1538500
2010-10-05,50.570000,50.959999,50.369999,50.779999,42.677029,2049600
2010-10-06,50.779999,51.160000,50.410000,51.099998,42.945969,2364800
2010-10-07,51.459999,51.480000,50.580002,50.990002,42.853527,2045000
2010-10-08,51.029999,51.459999,50.869999,51.360001,43.164486,1677400
2010-10-11,51.320000,51.540001,51.000000,51.150002,42.987991,734800
2010-10-12,51.580002,51.980000,51.110001,51.880001,43.601509,1362500
2010-10-13,52.689999,53.099998,52.590000,52.750000,44.332684,1245700
2010-10-14,53.830002,53.889999,53.029999,53.400002,44.878960,2515500
2010-10-15,53.849998,53.849998,52.759998,52.939999,44.492367,3048300
2010-10-18,52.540001,52.779999,52.419998,52.750000,44.332684,1730600
2010-10-19,51.580002,51.810001,50.959999,51.180000,43.013210,3384000
2010-10-20,51.520000,52.250000,51.490002,51.669998,43.425014,1841800
2010-10-21,52.610001,52.939999,52.139999,52.509998,44.130974,1551700
2010-10-22,52.990002,53.259998,52.700001,53.150002,44.668846,1075300
2010-10-25,53.520000,53.770000,53.139999,53.520000,44.979816,1467700
2010-10-26,53.029999,54.660000,52.869999,54.080002,45.450455,2178200
2010-10-27,51.330002,51.950001,50.740002,51.270000,43.088844,4629300
2010-10-28,51.759998,51.820000,51.320000,51.619999,43.382996,1855700
2010-10-29,52.040001,52.389999,51.599998,51.730000,43.475445,2074800
2010-11-01,51.820000,51.970001,51.279999,51.529999,43.307354,859500
2010-11-02,52.480000,52.560001,52.110001,52.270000,43.929279,1172500
2010-11-03,52.119999,52.299999,51.520000,52.220001,43.887253,1805400
2010-11-04,53.169998,53.279999,52.480000,52.980000,44.525978,1718100
2010-11-05,52.490002,52.720001,52.160000,52.419998,44.055336,1517400
2010-11-08,51.709999,52.080002,51.570000,52.080002,43.769596,748700
2010-11-09,52.259998,52.410000,51.380001,51.630001,43.391399,1460000
2010-11-10,50.959999,51.230000,50.259998,51.130001,42.971184,1744400
2010-11-11,50.540001,50.759998,50.259998,50.700001,42.609795,1109000
2010-11-12,50.509998,50.799999,50.049999,50.290001,42.265228,1211200
2010-11-15,50.110001,50.200001,49.650002,49.650002,41.727345,1126000
2010-11-16,49.299999,49.490002,48.720001,49.070000,41.239895,1597500
2010-11-17,49.009998,49.259998,48.790001,48.990002,41.172665,1125600
2010-11-18,49.740002,50.040001,49.689999,49.759998,41.819798,754300
2010-11-19,49.889999,50.000000,49.689999,49.970001,41.996281,817800
2010-11-22,49.430000,49.669998,48.919998,49.400002,41.517242,1283700
2010-11-23,49.130001,49.290001,48.389999,48.689999,40.920532,978600
2010-11-24,47.950001,48.259998,47.849998,48.150002,40.466705,1824400
2010-11-26,48.200001,48.610001,48.139999,48.369999,40.651600,965100
2010-11-29,47.169998,47.730000,46.840000,47.619999,40.021275,1312900
2010-11-30,46.700001,47.330002,46.700001,46.930000,39.441383,1347300
2010-12-01,47.360001,47.900002,47.130001,47.590000,39.996063,1605200
2010-12-02,47.160000,48.070000,47.150002,47.959999,40.307022,1576200
2010-12-03,48.840000,49.259998,48.759998,49.009998,41.189472,1614200
2010-12-06,48.599998,48.980000,48.500000,48.830002,41.038200,945200
